0.1143015631, 1.456381063, 37.97402307, 0.7041111211, 1.227476284, 1047.126981, 0.9384126842, 360.4240507, 3.145555605, 5
0.09172751079, 1.444, 53.36766715, 0.7244173637, 1.217, 830.6698828, 0.905732218, 287.7039394, 3.259937237, 5
0.08995445722, 1.568091314, 45.21943535, 0.7141364, 1.322000343, 883.8796357, 0.9240908572, 283.5874488, 3.195682, 5
0.235662518, 1.529700707, 23.22540731, 0.6876178217, 1.289515983, 2308.325243, 0.9564809053, 737.6013703, 3.046608203, 5
0.1177062294, 1.529451117, 46.78413128, 0.7168476042, 1.289304792, 1154.605915, 0.9147763573, 368.7395092, 3.211849842, 5
0.1623336645, 1.585441033, 24.77858948, 0.6884932274, 1.336680874, 1623.059808, 0.9581334658, 510.5714346, 3.049332671, 5
0.1079363051, 1.6, 40.22786959, 0.7080941767, 1.349, 1087.571912, 0.931874431, 339.8657829, 3.159533668, 5
0.059810394, 1.455296859, 72.97751795, 0.7503930326, 1.22655888, 540.7940768, 0.8643449456, 185.2534378, 3.40479269, 5
0.07222509329, 1.532764582, 59.22501066, 0.7325158657, 1.292108493, 699.5035926, 0.8941402239, 226.1474573, 3.300509216, 5
0.1398705999, 1.515356272, 30.91909282, 0.695681408, 1.277378384, 1346.647306, 0.94914824, 440.3923281, 3.0942588, 5
0.1462961832, 1.6, 29.36563078, 0.6943942203, 1.349, 1472.645721, 0.9501410396, 460.2016338, 3.081900582, 5
0.0644534462, 1.484269504, 67.83413043, 0.7437070375, 1.251074196, 600.1508563, 0.8754882709, 200.5476518, 3.365791052, 5
0.1343820608, 2.048971662, 33.94595011, 0.6846942248, 1.774343918, 1744.80599, 0.9584103991, 556.454981, 3.030583845, 1
0.0949871411, 1.688782991, 41.43929334, 0.6756920874, 1.46220396, 955.3738868, 0.9679871411, 393.683142, 2.978869438, 1
0.2388643776, 2.075312452, 13.90315035, 0.655, 1.797015289, 3107.068664, 0.99, 984.3314714, 2.86, 1
0.1072192262, 1.949148201, 33.27997803, 0.6469452451, 1.687545794, 1207.228108, 0.9957533964, 440.3111678, 2.813972829, 1
